laser wavelength:1530nm,set power:1.0dBm,grid dimension:31
left,337.28394499999996,-4474.486451,-16.3291702
left,337.28139899999996,-4473.9899749999995,-16.1455231
left,337.279612,-4473.488413,-15.9902306
left,337.28063399999996,-4472.989638,-15.8554001
left,337.27898799999997,-4472.488698,-15.7581406
left,337.281343,-4471.989353,-15.6864128
left,337.278955,-4471.485834,-15.6729088
left,337.280514,-4470.98946,-15.6534576
left,337.280607,-4470.488673,-15.6665115
left,337.280603,-4469.988617999999,-15.7190208
left,337.280597,-4469.488835,-15.8080025
left,337.280919,-4468.987198,-15.9373207
left,337.280022,-4468.488022,-16.1098251
left,337.28004999999996,-4467.990165,-16.3041992
left,337.282079,-4467.488687,-16.5555534
left,337.280313,-4466.987536,-16.8613548
left,337.28083499999997,-4466.488762,-17.2147179
left,337.28081399999996,-4465.987596999999,-17.6280708
left,337.280425,-4465.487631999999,-18.1011009
left,337.27921799999996,-4464.988668999999,-18.5620575
left,337.280983,-4464.487019,-19.1276817
left,337.279267,-4463.988245,-19.7564316
left,337.280439,-4463.4875919999995,-20.4526329
left,337.27937199999997,-4462.988752,-21.2060623
left,337.780552,-4477.990495,-19.0377884
left,337.780146,-4477.488572,-18.6082497
left,337.78106399999996,-4476.989552999999,-18.2334595
left,337.780232,-4476.4895129999995,-17.9034767
left,337.78176099999996,-4475.987451999999,-17.6076012
left,337.781951,-4475.490535,-17.3797264
left,337.780255,-4474.988703999999,-17.1376305
left,337.77865199999997,-4474.486989,-16.9224319
left,337.780517,-4473.986642,-16.7422485
left,337.77999,-4473.48918,-16.5930405
left,337.780324,-4472.986926,-16.4728546
left,337.781663,-4472.489087,-16.3852806
left,337.781549,-4471.987407,-16.3184319
left,337.781792,-4471.488402,-16.2757111
left,337.780645,-4470.986957,-16.2680931
left,337.780201,-4470.487647,-16.3005257
left,337.780054,-4469.988967,-16.3602524
left,337.779084,-4469.487664,-16.4614639
left,337.782421,-4468.9867619999995,-16.6050224
left,337.782779,-4468.489179,-16.7259979
left,337.781551,-4467.987836,-16.9502716
left,337.781237,-4467.488444,-17.2210846
left,337.77806599999997,-4466.988654,-17.5443726
left,337.780692,-4466.487743,-17.9195862
left,337.779899,-4465.98797,-18.3489723
left,337.780056,-4465.488171,-18.8369827
left,337.779742,-4464.988926,-19.2695084
left,337.78072299999997,-4464.488155999999,-19.860321
left,337.781812,-4463.989966,-20.5118332
left,337.77948699999996,-4463.488628,-21.2255058
left,337.779474,-4462.986929,-21.995594
left,338.281544,-4477.991348,-19.7363739
left,338.28043099999996,-4477.487218,-19.316658
left,338.281071,-4476.988818,-18.9559402
left,338.282003,-4476.488678,-18.6360016
left,338.280194,-4475.987523,-18.344223
left,338.279064,-4475.489523,-18.0920334
left,338.279315,-4474.988498,-17.8497009
left,338.28070399999996,-4474.488128,-17.6478233
left,338.281971,-4473.986404,-17.4816742
left,338.279584,-4473.488523,-17.3441124
left,338.279842,-4472.986328999999,-17.2312088
left,338.280011,-4472.4882609999995,-17.1546516
left,338.280674,-4471.990158,-17.1041412
left,338.280912,-4471.488493,-17.0190506
left,338.28009399999996,-4470.989251999999,-17.0228806
left,338.281634,-4470.488101999999,-17.0671692
left,338.28041099999996,-4469.988327,-17.1463013
left,338.28168999999997,-4469.487462,-17.2609406
left,338.28004599999997,-4468.987747,-17.4080353
left,338.279768,-4468.487071,-17.6064491
left,338.280685,-4467.988295,-17.7458954
left,338.27824799999996,-4467.4881159999995,-18.0321617
left,338.280147,-4466.9886639999995,-18.3635216
left,338.280637,-4466.4880969999995,-18.7572289
left,338.28031999999996,-4465.988359,-19.1984291
left,338.281283,-4465.487994,-19.6955605
left,338.279684,-4464.988012,-20.1109924
left,338.279234,-4464.486011999999,-20.7196236
left,338.28158199999996,-4463.988324999999,-21.3821983
left,338.281876,-4463.488354,-22.1019287
left,338.281292,-4462.984404,-22.8805618
left,338.779269,-4477.989031,-20.6364632
left,338.77988,-4477.486112,-20.2332382
left,338.78299499999997,-4476.987940999999,-19.8757324
left,338.780076,-4476.48869,-19.5547562
left,338.779676,-4475.987638,-19.2757645
left,338.779902,-4475.4856979999995,-18.9433289
left,338.778332,-4474.9883039999995,-18.7202148
left,338.78063,-4474.486884999999,-18.5342598
left,338.781539,-4473.990253,-18.3728752
left,338.780983,-4473.488769,-18.2436028
left,338.780043,-4472.988643,-18.1378746
left,338.778751,-4472.4864959999995,-18.0579758
left,338.779029,-4471.9882099999995,-18.0042076
left,338.780422,-4471.487806,-17.8977737
left,338.780191,-4470.988214,-17.9170418
left,338.781117,-4470.486339,-17.9691658
left,338.78000499999996,-4469.988486,-18.0490074
left,338.77858,-4469.488889,-18.1645813
left,338.78124199999996,-4468.988590999999,-18.3232117
left,338.781232,-4468.489364,-18.4291496
left,338.781502,-4467.986801,-18.6720657
left,338.78126299999997,-4467.488057,-18.9714317
left,338.779519,-4466.989907,-19.3086128
left,338.781268,-4466.488158,-19.69561
left,338.781113,-4465.988568,-20.1376534
left,338.781338,-4465.48522,-20.6270981
left,338.781022,-4464.990318,-21.0906792
left,338.780841,-4464.487289,-21.7037125
left,338.779985,-4463.987725,-22.3675423
left,338.78075,-4463.485457,-23.0840073
left,338.78247999999996,-4462.987005999999,-23.8570518
left,339.281116,-4477.989372999999,-21.6722412
left,339.279669,-4477.48953,-21.2809334
left,339.279628,-4476.987196,-20.9214859
left,339.28020699999996,-4476.488794,-20.5951004
left,339.28081599999996,-4475.986789,-20.3043365
left,339.280597,-4475.488421,-20.0394173
left,339.28209499999997,-4474.989310999999,-19.7490654
left,339.280804,-4474.486986,-19.5505943
left,339.27947,-4473.988247,-19.384613
left,339.280777,-4473.4889109999995,-19.2467232
left,339.281056,-4472.987852,-19.1334
left,339.27817799999997,-4472.4865899999995,-19.0445976
left,339.27872099999996,-4471.987752,-18.9839783
left,339.27979899999997,-4471.489157999999,-18.9001617
left,339.28169499999996,-4470.988434,-18.9163513
left,339.281562,-4470.48874,-18.9656754
left,339.281158,-4469.989139,-19.0429688
left,339.27907799999997,-4469.4867859999995,-19.1612473
left,339.279699,-4468.987819,-19.3073082
left,339.281275,-4468.486593,-19.5031586
left,339.281034,-4467.989248,-19.6918411
left,339.281699,-4467.489689999999,-19.9792976
left,339.281636,-4466.986848,-20.3223457
left,339.27939,-4466.487532,-20.6994896
left,339.280573,-4465.989788,-21.1370239
left,339.280373,-4465.48809,-21.621666
left,339.279287,-4464.987521999999,-22.1332626
left,339.280345,-4464.48726,-22.7395172
left,339.2806,-4463.9891769999995,-23.3943863
left,339.28198699999996,-4463.488052,-24.1023178
left,339.280379,-4462.9883,-24.8696899
left,339.781815,-4477.9870519999995,-22.7959938
left,339.78033,-4477.4894509999995,-22.3807793
left,339.779515,-4476.987892,-22.0066147
left,339.780585,-4476.487940999999,-21.6666718
left,339.780313,-4475.987144,-21.3623848
left,339.78166699999997,-4475.489262,-21.0578156
left,339.780215,-4474.989642,-20.8317261
left,339.779852,-4474.489479,-20.6262589
left,339.779095,-4473.987803,-20.4583321
left,339.780597,-4473.489505,-20.3079414
left,339.781436,-4472.98826,-20.1895828
left,339.77871,-4472.487347,-20.0962563
left,339.780264,-4471.986653999999,-20.0332794
left,339.78171399999997,-4471.488681,-19.983078
left,339.78131099999996,-4470.990568,-19.9975624
left,339.780878,-4470.488303,-20.0378151
left,339.782016,-4469.9875569999995,-20.1152878
left,339.780977,-4469.48743,-20.22229
left,339.779425,-4468.987128,-20.3758278
left,339.779389,-4468.488063,-20.5579872
left,339.78225299999997,-4467.987685,-20.8095512
left,339.78090499999996,-4467.487489,-21.0992928
left,339.781666,-4466.987774,-21.4413528
left,339.77922,-4466.4890749999995,-21.8260269
left,339.780626,-4465.985987999999,-22.2755165
left,339.78083799999996,-4465.487,-22.7737045
left,339.78058799999997,-4464.9906,-23.3280983
left,339.77903399999997,-4464.488746999999,-23.935688
left,339.78004599999997,-4463.987707,-24.5987206
left,339.779852,-4463.486679,-25.317112
left,339.778927,-4462.989173999999,-26.1085052
left,340.28033899999997,-4477.990725,-23.9924164
left,340.281193,-4477.487899,-23.565136
left,340.28086099999996,-4476.98956,-23.1728745
left,340.27905899999996,-4476.489576999999,-22.8156624
left,340.28018599999996,-4475.987878,-22.4952164
left,340.278409,-4475.488443,-22.2059784
left,340.280217,-4474.989237,-22.0033684
left,340.281249,-4474.490502,-21.7840958
left,340.280662,-4473.98813,-21.5980759
left,340.279248,-4473.487767,-21.4431458
left,340.281304,-4472.9884919999995,-21.3099823
left,340.28029,-4472.487347,-21.2126884
left,340.28034299999996,-4471.986384,-21.1428871
left,340.278994,-4471.4874819999995,-21.1353455
left,340.280415,-4470.9867349999995,-21.1360207
left,340.280302,-4470.487854999999,-21.1684036
left,340.281389,-4469.989969,-21.2385254
left,340.281057,-4469.489484,-21.3529701
left,340.279883,-4468.9905579999995,-21.5076332
left,340.27950999999996,-4468.488076,-21.7077293
left,340.28043099999996,-4467.988311,-21.9587021
left,340.282088,-4467.488512,-22.2555084
left,340.281493,-4466.9863669999995,-22.5964928
left,340.281345,-4466.487716,-22.9926643
left,340.279805,-4465.988087,-23.4544601
left,340.28018599999996,-4465.489844,-23.9596367
left,340.281065,-4464.987806,-24.5145874
left,340.28112699999997,-4464.488187999999,-25.133831
left,340.279955,-4463.987174,-25.8130913
left,340.27919099999997,-4463.489723,-26.5557671
left,340.281666,-4462.986819,-27.3570633
left,340.778726,-4477.989703,-25.2118492
left,340.77964199999997,-4477.488238,-24.7472992
left,340.779221,-4476.987679,-24.3433037
left,340.781384,-4476.486112,-23.9836578
left,340.780784,-4475.989197,-23.6598091
left,340.77955399999996,-4475.490045,-23.464962
left,340.78148899999997,-4474.988109,-23.2083168
left,340.781303,-4474.488795,-22.9798622
left,340.781908,-4473.987238,-22.7892723
left,340.780326,-4473.48964,-22.6258965
left,340.779827,-4472.986718,-22.5022316
left,340.780629,-4472.489105,-22.403656
left,340.780128,-4471.988693,-22.3467712
left,340.779812,-4471.486207999999,-22.352375
left,340.779901,-4470.987757,-22.3503456
left,340.779017,-4470.487902,-22.3871613
left,340.781293,-4469.987043,-22.4693451
left,340.77824999999996,-4469.488452,-22.593071
left,340.77984,-4468.986983,-22.7588234
left,340.781972,-4468.488741,-22.9581566
left,340.78214499999996,-4467.987739,-23.2081795
left,340.782173,-4467.48804,-23.5106964
left,340.78022899999996,-4466.989767,-23.8685188
left,340.783817,-4466.488205,-24.2910957
left,340.781125,-4465.989086,-24.7587433
left,340.78045099999997,-4465.487172,-25.3031807
left,340.78034199999996,-4464.988805,-25.8305321
left,340.780805,-4464.489234,-26.4717484
left,340.78204,-4463.987454,-27.1804543
left,340.78110899999996,-4463.487695,-27.9505463
left,340.779676,-4462.98912,-28.7949905
left,341.280233,-4477.9892389999995,-26.4661026
left,341.282172,-4477.488608,-26.000042
left,341.281437,-4476.987714,-25.6097145
left,341.280729,-4476.4873609999995,-25.2601128
left,341.281539,-4475.989192,-24.9510918
left,341.279207,-4475.487575,-24.6831589
left,341.280985,-4474.986675,-24.473484
left,341.280517,-4474.488703,-24.2579803
left,341.280379,-4473.987523,-24.075325
left,341.28137,-4473.486379,-23.9266357
left,341.281091,-4472.988964,-23.8183708
left,341.280639,-4472.4886,-23.7421379
left,341.280218,-4471.9873529999995,-23.6991119
left,341.279792,-4471.488299,-23.6725616
left,341.279752,-4470.987674,-23.6864777
left,341.279268,-4470.490167,-23.7449036
left,341.281779,-4469.988901,-23.8344994
left,341.281256,-4469.488834,-23.9795265
left,341.281707,-4468.988933,-24.1688957
left,341.281683,-4468.488752,-24.4021301
left,341.281231,-4467.986376,-24.6112289
left,341.280868,-4467.490237,-24.9375725
left,341.28106299999996,-4466.987982,-25.3283844
left,341.27958,-4466.488095,-25.7744293
left,341.279932,-4465.98531,-26.2855339
left,341.28024999999997,-4465.487872,-26.8527374
left,341.27941999999996,-4464.989238,-27.3338661
left,341.280443,-4464.487601,-28.0129318
left,341.280285,-4463.987779,-28.7563362
left,341.28072099999997,-4463.488378,-29.5669479
left,341.281955,-4462.9869229999995,-30.4315758
left,341.780503,-4477.989826999999,-27.9078598
left,341.7803,-4477.48743,-27.4678955
left,341.78078999999997,-4476.988445999999,-27.0944824
left,341.779841,-4476.488770999999,-26.7638168
left,341.781853,-4475.988616,-26.4763031
left,341.782107,-4475.488069,-26.1330681
left,341.780782,-4474.988609999999,-25.8980293
left,341.781028,-4474.487121,-25.6982231
left,341.78143,-4473.989885,-25.5343781
left,341.780502,-4473.487042,-25.4049301
left,341.78153599999996,-4472.98683,-25.3100281
left,341.781245,-4472.4873689999995,-25.2446442
left,341.77842799999996,-4471.987454,-25.1565933
left,341.781546,-4471.484863,-25.1243248
left,341.780101,-4470.989135,-25.1632652
left,341.779072,-4470.487854999999,-25.2441483
left,341.779142,-4469.988471,-25.3686295
left,341.781933,-4469.488487,-25.530117
left,341.77795599999996,-4468.985332,-25.7382774
left,341.778865,-4468.485117,-25.8591881
left,341.780785,-4467.988727999999,-26.1619453
left,341.78115099999997,-4467.488044,-26.5238037
left,341.781497,-4466.986723,-26.936615
left,341.779004,-4466.488674,-27.4052582
left,341.781889,-4465.985908,-27.9400864
left,341.781618,-4465.486522,-28.5264816
left,341.782247,-4464.987864,-29.0031242
left,341.781336,-4464.488595,-29.7138596
left,341.77943899999997,-4463.989411,-30.4878578
left,341.782161,-4463.489223,-31.3034439
left,341.783575,-4462.989334,-32.1838226
left,342.28236,-4477.991043,-29.5694656
left,342.28132899999997,-4477.487784,-29.1501732
left,342.280282,-4476.987381999999,-28.7896652
left,342.27896699999997,-4476.486358,-28.4656448
left,342.28229699999997,-4475.986769,-28.1775169
left,342.281159,-4475.488146,-27.7713776
left,342.280084,-4474.988367,-27.5498695
left,342.28015899999997,-4474.488048,-27.3609848
left,342.280328,-4473.986312,-27.2101822
left,342.28043199999996,-4473.486594999999,-27.087101
left,342.28006899999997,-4472.989726,-26.996769
left,342.279839,-4472.488675,-26.9371262
left,342.28070099999997,-4471.988576,-26.9113846
left,342.28081499999996,-4471.48662,-26.741993
left,342.281315,-4470.989493,-26.7959862
left,342.27973299999996,-4470.48775,-26.8963051
left,342.282442,-4469.986575,-27.0288353
left,342.280665,-4469.488593,-27.2006035
left,342.28067799999997,-4468.9875489999995,-27.4163704
left,342.279818,-4468.488256,-27.6778755
left,342.280325,-4467.98799,-27.8383369
left,342.28337899999997,-4467.489044,-28.223156
left,342.279875,-4466.987458,-28.6502724
left,342.279789,-4466.48632,-29.147522
left,342.279225,-4465.98835,-29.6852837
left,342.27916999999997,-4465.487618,-30.2816734
left,342.27963,-4464.988429999999,-30.8037338
left,342.282604,-4464.486092,-31.5215302
left,342.282854,-4463.986962999999,-32.3034782
left,342.28263799999996,-4463.489343,-33.1393433
left,342.279931,-4462.98768,-34.0424271
right,3638.099633,4597.012379,-26.4522324
right,3638.100172,4597.513948,-25.9817963
right,3638.098893,4598.0149089999995,-25.5321541
right,3638.0994189999997,4598.514182,-25.1263847
right,3638.1010039999996,4599.014177,-24.7471962
right,3638.099688,4599.51409,-24.3978233
right,3638.0998459999996,4600.012420999999,-24.0857887
right,3638.1015559999996,4600.51299,-23.8247719
right,3638.100277,4601.015488999999,-23.5761795
right,3638.0998919999997,4601.514242,-23.3624725
right,3638.0990269999998,4602.012862,-23.1854019
right,3638.1004169999997,4602.515034,-23.0353889
right,3638.0988519999996,4603.015844,-22.9295464
right,3638.10058,4603.515829,-22.8526497
right,3638.10084,4604.011987,-22.8998871
right,3638.1020009999997,4604.5137159999995,-22.8700981
right,3638.097997,4605.012638,-22.8728256
right,3638.1003389999996,4605.514872,-22.890274
right,3638.099308,4606.014647,-22.9312325
right,3638.0989059999997,4606.51758,-23.0085373
right,3638.099593,4607.0120369999995,-23.1951485
right,3638.0998299999997,4607.514419,-23.3041573
right,3638.1007409999997,4608.01315,-23.4354897
right,3638.099433,4608.513798,-23.5864716
right,3638.099584,4609.014649,-23.7661247
right,3638.1004439999997,4609.513986,-23.981266
right,3638.099433,4610.013809,-24.3201485
right,3638.101674,4610.51628,-24.5925369
right,3638.100352,4611.015300999999,-24.916256
right,3638.1023,4611.513653,-25.3107185
right,3638.099899,4612.016205,-25.77071
right,3638.5998569999997,4597.013142,-25.6025276
right,3638.600739,4597.514689,-25.0399666
right,3638.599851,4598.013128,-24.5455933
right,3638.5994349999996,4598.514016,-24.0924377
right,3638.6005929999997,4599.015512999999,-23.7021408
right,3638.599542,4599.5131599999995,-23.3287315
right,3638.6011289999997,4600.013524999999,-23.0075035
right,3638.5981899999997,4600.513911999999,-22.7316132
right,3638.6010469999997,4601.013046,-22.5014572
right,3638.6013359999997,4601.513274,-22.3171844
right,3638.598149,4602.015805,-22.1653023
right,3638.6007409999997,4602.513887,-22.0981712
right,3638.601214,4603.015324999999,-21.9943619
right,3638.5997519999996,4603.513564,-21.9248047
right,3638.6019779999997,4604.013503,-21.8822594
right,3638.5997509999997,4604.513121999999,-21.8645363
right,3638.599804,4605.015155,-21.8806
right,3638.5988749999997,4605.511485999999,-21.9671288
right,3638.599007,4606.014252,-22.013588
right,3638.597988,4606.5138,-22.0885315
right,3638.600015,4607.014725999999,-22.1828957
right,3638.600297,4607.515099,-22.3023453
right,3638.6026359999996,4608.015015999999,-22.455162
right,3638.601014,4608.515942999999,-22.6814957
right,3638.5996689999997,4609.013532,-22.8809128
right,3638.60122,4609.514587,-23.123558
right,3638.6005259999997,4610.015476,-23.4053192
right,3638.6002639999997,4610.515732,-23.7260933
right,3638.598866,4611.01526,-24.0964165
right,3638.6008659999998,4611.513883,-24.4991188
right,3638.5998759999998,4612.013887,-24.9699821
right,3639.098098,4597.013827,-24.5526581
right,3639.1012429999996,4597.515351999999,-23.9895668
right,3639.0996529999998,4598.014588999999,-23.4984093
right,3639.100635,4598.514113,-23.0702744
right,3639.099987,4599.014757999999,-22.6825371
right,3639.1012429999996,4599.513808,-22.3473396
right,3639.101463,4600.015021,-22.0520439
right,3639.101146,4600.515083,-21.8138199
right,3639.0984949999997,4601.01544,-21.6102715
right,3639.098987,4601.515101,-21.433567
right,3639.09964,4602.0138719999995,-21.3022957
right,3639.1005339999997,4602.513805,-21.1896324
right,3639.0998999999997,4603.012567,-21.0921822
right,3639.0993009999997,4603.5149949999995,-21.0322151
right,3639.0996459999997,4604.014442,-20.9991035
right,3639.100688,4604.514447,-20.9878616
right,3639.09908,4605.014361,-21.003746
right,3639.1014569999998,4605.514024,-21.0467491
right,3639.09967,4606.012984,-21.1158257
right,3639.0992969999998,4606.514029999999,-21.1937027
right,3639.099127,4607.014086,-21.3029022
right,3639.101339,4607.51505,-21.4485245
right,3639.102153,4608.012936,-21.6202011
right,3639.100167,4608.514019,-21.8257256
right,3639.0992539999997,4609.013887,-22.0367241
right,3639.101212,4609.513824,-22.3080063
right,3639.1006089999996,4610.01292,-22.6186371
right,3639.101075,4610.51444,-22.9577484
right,3639.098873,4611.0143769999995,-23.3430824
right,3639.099494,4611.513659,-23.7749405
right,3639.100294,4612.0144629999995,-24.215744
right,3639.6007919999997,4597.013113999999,-23.5561638
right,3639.600477,4597.514172,-23.0111885
right,3639.601122,4598.014586,-22.5673218
right,3639.5982219999996,4598.515926,-22.1696053
right,3639.598768,4599.013929,-21.8155899
right,3639.600043,4599.514346999999,-21.4829865
right,3639.600004,4600.013358,-21.2139702
right,3639.5997909999996,4600.515424,-20.9833183
right,3639.600588,4601.013900999999,-20.7889175
right,3639.597859,4601.514996,-20.6247444
right,3639.5986289999996,4602.012605,-20.4889641
right,3639.599327,4602.512374999999,-20.3736267
right,3639.5990829999996,4603.015357,-20.2388687
right,3639.599467,4603.51275,-20.1845627
right,3639.5995199999998,4604.013591,-20.1543388
right,3639.600089,4604.514983,-20.1576653
right,3639.6009449999997,4605.012525,-20.1664848
right,3639.600215,4605.512775,-20.2136612
right,3639.599558,4606.013064,-20.2542381
right,3639.5987299999997,4606.511708999999,-20.3627014
right,3639.598904,4607.015273,-20.4932747
right,3639.597941,4607.51452,-20.647068
right,3639.599324,4608.013137,-20.8294525
right,3639.601312,4608.515987,-21.0349312
right,3639.6008549999997,4609.01396,-21.2410507
right,3639.601304,4609.515537,-21.5199127
right,3639.5991059999997,4610.014584,-21.8223114
right,3639.602078,4610.515238,-22.1709747
right,3639.5998409999997,4611.012575,-22.5397949
right,3639.60007,4611.516788,-22.9561577
right,3639.600273,4612.014035,-23.4394493
right,3640.1014849999997,4597.015418999999,-22.7854919
right,3640.098387,4597.517028,-22.284359
right,3640.100696,4598.014797,-21.8531837
right,3640.100122,4598.514861,-21.4696236
right,3640.099249,4599.01354,-21.1230087
right,3640.099335,4599.516031,-20.8049202
right,3640.1012499999997,4600.013562,-20.4790268
right,3640.0991249999997,4600.512999,-20.2415848
right,3640.100998,4601.014515,-20.0342865
right,3640.099757,4601.515276,-19.8582611
right,3640.098818,4602.013984,-19.6909142
right,3640.0987149999996,4602.515644,-19.5632591
right,3640.098598,4603.012888,-19.4381256
right,3640.1007649999997,4603.512938,-19.3722725
right,3640.0982639999997,4604.013343,-19.3359337
right,3640.098122,4604.5145299999995,-19.3210831
right,3640.101338,4605.014639,-19.3389549
right,3640.0999819999997,4605.515084,-19.3770218
right,3640.0992459999998,4606.014037,-19.4346848
right,3640.1005109999996,4606.51527,-19.5398636
right,3640.099772,4607.0144199999995,-19.6697655
right,3640.098181,4607.515595,-19.8326836
right,3640.0994809999997,4608.014766,-19.9991608
right,3640.100286,4608.516584999999,-20.1951447
right,3640.1005959999998,4609.015783,-20.4138908
right,3640.09944,4609.51386,-20.6923981
right,3640.099906,4610.017081999999,-20.9854851
right,3640.099198,4610.511672,-21.3018951
right,3640.0977629999998,4611.015213,-21.6597061
right,3640.1000019999997,4611.514721,-22.0472183
right,3640.101122,4612.013172,-22.5620499
right,3640.597308,4597.0123619999995,-22.1790276
right,3640.6009369999997,4597.5138449999995,-21.6786232
right,3640.6007929999996,4598.013282,-21.2223358
right,3640.602132,4598.515136,-20.8089828
right,3640.5995679999996,4599.015095,-20.4331741
right,3640.59901,4599.519009,-20.0776443
right,3640.599868,4600.012799,-19.7541466
right,3640.6013279999997,4600.513453,-19.4891472
right,3640.601276,4601.013295,-19.248703
right,3640.60054,4601.515009,-19.0444946
right,3640.601989,4602.016908,-18.8722687
right,3640.600549,4602.513932,-18.726162
right,3640.5996579999996,4603.012705,-18.6300697
right,3640.600521,4603.514731,-18.5494537
right,3640.6001189999997,4604.0142319999995,-18.5078087
right,3640.600181,4604.5147,-18.4889259
right,3640.598888,4605.015885,-18.4920578
right,3640.599359,4605.5128079999995,-18.5260925
right,3640.60232,4606.014220999999,-18.6192589
right,3640.599264,4606.513505,-18.709156
right,3640.598897,4607.013668,-18.8262024
right,3640.5990739999997,4607.513719,-18.9627838
right,3640.601503,4608.013744,-19.1224747
right,3640.5973449999997,4608.514371,-19.3031616
right,3640.599359,4609.016653,-19.514389
right,3640.597982,4609.515254999999,-19.8175659
right,3640.599953,4610.012403,-20.084877
right,3640.600513,4610.515867,-20.3820724
right,3640.600915,4611.015477999999,-20.7286835
right,3640.600939,4611.514101,-21.1113091
right,3640.599057,4612.0153199999995,-21.622097
right,3641.100983,4597.011731,-21.561409
right,3641.0994849999997,4597.512175,-21.0212631
right,3641.1003619999997,4598.013068,-20.5251045
right,3641.1005729999997,4598.513706,-20.0678177
right,3641.0987259999997,4599.015719999999,-19.6494904
right,3641.099363,4599.5126,-19.2827911
right,3641.10189,4600.013935999999,-18.970314
right,3641.098106,4600.514169,-18.6827278
right,3641.101488,4601.014238,-18.4267998
right,3641.099836,4601.516567,-18.2086105
right,3641.099206,4602.012914999999,-18.021862
right,3641.098678,4602.512892,-17.8843193
right,3641.09913,4603.014443,-17.8091545
right,3641.099228,4603.515203,-17.725647
right,3641.100458,4604.012474,-17.6781883
right,3641.1012299999998,4604.514179,-17.6511269
right,3641.098944,4605.015077,-17.6512718
right,3641.100332,4605.515413,-17.6875114
right,3641.099057,4606.0125929999995,-17.7920189
right,3641.0987959999998,4606.512291999999,-17.870842
right,3641.100211,4607.014897999999,-17.9738617
right,3641.100191,4607.514811999999,-18.1052666
right,3641.1029169999997,4608.014505,-18.2585487
right,3641.0997519999996,4608.5133829999995,-18.4377899
right,3641.099139,4609.014774,-18.6512413
right,3641.099281,4609.516649,-18.9371834
right,3641.0995909999997,4610.012818,-19.2078476
right,3641.0998929999996,4610.513994999999,-19.5259628
right,3641.0992619999997,4611.015103,-19.8787041
right,3641.100709,4611.5142049999995,-20.2753677
right,3641.100211,4612.0146159999995,-20.7323265
right,3641.6008709999996,4597.013118,-20.8945503
right,3641.5991099999997,4597.514126,-20.3032188
right,3641.5986049999997,4598.015691,-19.785305
right,3641.5998,4598.51232,-19.3150787
right,3641.599913,4599.015613,-18.8911667
right,3641.6017709999996,4599.515874,-18.5090027
right,3641.6006319999997,4600.013379999999,-18.2219315
right,3641.5988469999998,4600.514216,-17.9209366
right,3641.599883,4601.014994,-17.6618347
right,3641.599805,4601.512991,-17.4444237
right,3641.599901,4602.012906999999,-17.2690811
right,3641.6001739999997,4602.514658,-17.125
right,3641.598443,4603.012288,-17.0696411
right,3641.598921,4603.5123699999995,-16.9775352
right,3641.6005689999997,4604.014641,-16.919857
right,3641.600657,4604.512941999999,-16.8907967
right,3641.6007419999996,4605.014692,-16.900341
right,3641.598783,4605.516092,-16.9276619
right,3641.6018729999996,4606.013359,-17.0214081
right,3641.5993909999997,4606.513801,-17.1011009
right,3641.599331,4607.014251,-17.2051277
right,3641.600536,4607.515862,-17.3387032
right,3641.5979749999997,4608.015122,-17.4980507
right,3641.601486,4608.514164,-17.6996078
right,3641.599946,4609.012667,-17.9261742
right,3641.601796,4609.511592,-18.1849098
right,3641.6003149999997,4610.014747,-18.4754333
right,3641.598101,4610.513523,-18.7981071
right,3641.600721,4611.014383,-19.1667786
right,3641.5988199999997,4611.514985,-19.5728874
right,3641.5988199999997,4612.012694,-20.0055199
right,3642.099663,4597.012874999999,-20.11866
right,3642.099774,4597.515553,-19.5212212
right,3642.0988629999997,4598.014314,-19.0071182
right,3642.10058,4598.512634,-18.5458717
right,3642.100889,4599.014542,-18.1386604
right,3642.099973,4599.513851,-17.7841263
right,3642.099984,4600.013864,-17.4861069
right,3642.099377,4600.515608,-17.2010498
right,3642.1000999999997,4601.014303,-16.9561424
right,3642.1003269999997,4601.513598,-16.7553482
right,3642.1006899999998,4602.013863,-16.591362
right,3642.099632,4602.516106,-16.4532623
right,3642.100715,4603.013465,-16.3578568
right,3642.099221,4603.515418,-16.2731438
right,3642.0995559999997,4604.016388999999,-16.2206192
right,3642.100347,4604.514136,-16.1978836
right,3642.099758,4605.0113519999995,-16.2112656
right,3642.101099,4605.514819999999,-16.2482491
right,3642.1007839999997,4606.013076,-16.3122368
right,3642.0992549999996,4606.515131,-16.4017563
right,3642.1018449999997,4607.014282,-16.5176888
right,3642.0998529999997,4607.516114,-16.6663589
right,3642.099072,4608.015157,-16.8451843
right,3642.099738,4608.51517,-17.0594406
right,3642.098818,4609.015296,-17.3024406
right,3642.098435,4609.51551,-17.5324554
right,3642.099742,4610.014075,-17.8339348
right,3642.0996419999997,4610.515052,-18.1673698
right,3642.100257,4611.014838,-18.5413437
right,3642.100403,4611.513806999999,-18.9649773
right,3642.099049,4612.014345,-19.3809929
right,3642.599645,4597.01335,-19.4629326
right,3642.600685,4597.513873,-18.890789
right,3642.600267,4598.013562,-18.4052353
right,3642.598579,4598.512228,-17.9705048
right,3642.602637,4599.01564,-17.5821609
right,3642.6002089999997,4599.513532,-17.2353325
right,3642.6006399999997,4600.011745,-16.9186211
right,3642.601294,4600.513515,-16.6480331
right,3642.598388,4601.01492,-16.4182968
right,3642.6005569999998,4601.515107,-16.2148399
